vault,type,token0,token1,amount0,amount1,price0_usd,price1_usd,tvl_usd
0x70a8be67675837db9b0c7c36cb629c8aab479e93,private,0x699ccf919c1dfdfa4c374292f42cadc9899bf753,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,15783795.375133367736337671,413.000866928625298047,,2975.33000000,
0xe20b37048bec200db1ef35669a4c8a9470ce3288,private,0x699ccf919c1dfdfa4c374292f42cadc9899bf753,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,33060024.806404166213557473,2383543.159685,,0.99984900,
0x1709184c9933562035d5fd4d721c8de59b73324c,private,0xbbcdc8eb044bf661eabfa07b93909a76ebdb1100,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,23407379.006436076434132036,22.278535914182105842,,2975.33000000,
0x90a5883eb0c4a945bb86e5d21d1e9c2fea644fbb,private,0x77146784315ba81904d654466968e3a7c196d1f3,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,1839685.515408275849560038,136365.817518,,0.99984900,
0x4ab8163f28dc03f524ff81b29870779975dd9d83,private,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0xbbcdc8eb044bf661eabfa07b93909a76ebdb1100,88478.17153,29053001.692268427175345444,0.99984900,,
0x4cf90236cafccce1697561be1d8d8d53d51195d1,private,0x243c9be13faba09f945ccc565547293337da0ad7,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,3072729.109430979098132762,6549.678516,,0.99984900,
0x95710f16e8aba0b6a809b67e8297fe6262ac5344,private,0xd9fcd98c322942075a5c3860693e9f4f03aae07b,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,215330.823652555605261707,128.464757762824018367,,2975.33000000,
0xf8ebde53fec9fc83bd17cf6f58443c4e45043079,private,0x77146784315ba81904d654466968e3a7c196d1f3,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,107030.560043398019894535,5454.642956,,0.99984900,
0xc49688b3261ecb1024401f03ad7691b7e52f6bff,private,0x243c9be13faba09f945ccc565547293337da0ad7,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,13451862.181324302637779216,16.604504106132275218,,2975.33000000,
0xa3d6ad140e51a4cdaad7caaeebe92fd2ebad9a89,private,0xaeb3607ec434454ceb308f5cd540875efb54309a,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,2182985.80584364593693167,8.729735436432708712,,2975.33000000,
0x78b41c67691e7b303be5d0cede641171b7b9f9fa,private,0x8f08b70456eb22f6109f57b8fafe862ed28e6040,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,1092.352556374164580913,76.215348298379198453,,2975.33000000,
0x2ce07af7401c94e11ee2d70dd84743950fe913d1,private,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,0xfe0c30065b384f05761f15d0cc899d4f9f9cc0eb,124.46569322363348085,653554.048104423419562116,2975.33000000,,
0x74699e27d3961cf56dce201feace0791e8052481,private,0xba41ddf06b7ffd89d1267b5a93bfef2424eb2003,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,4716942.82214058353313026,16.529585850049591974,,2975.33000000,
0x77088354c3d7db2b66b28d359a726d7071af10fb,private,0x157a6df6b74f4e5e45af4e4615fde7b49225a662,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,22633347.433715875293905527,30.807671391908938034,,2975.33000000,
0xe159af9ca304a5b7bcad4e0646550ec33f8440c8,private,0x44108f0223a3c3028f5fe7aec7f9bb2e66bef82f,0xeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee,2587975.400226365552036586,29.42454972299140578,,2975.33000000,
